alert_id,alert_type,location,station_id,district,latitude,longitude,forecast_horizon,risk_score,risk_tier,alert_severity,susceptibility,rainfall_trigger_index,forecast_rainfall_mm,timestamp,status,risk_mode,disclaimer
ALT-GRID-00265,REGIONAL_GRID_CELL,"Cell COARSE_C09052 (27.225N, 88.586E)",COARSE_C09052,East Sikkim,27.225,88.586,+6h,0.6272,High,HIGH,0.9954,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00266,REGIONAL_GRID_CELL,"Cell COARSE_C09053 (27.225N, 88.587E)",COARSE_C09053,East Sikkim,27.225,88.587,+6h,0.5861,High,HIGH,0.9209,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00267,REGIONAL_GRID_CELL,"Cell COARSE_C09092 (27.225N, 88.626E)",COARSE_C09092,East Sikkim,27.225,88.626,+6h,0.5782,High,HIGH,0.9167,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00268,REGIONAL_GRID_CELL,"Cell COARSE_C09095 (27.225N, 88.629E)",COARSE_C09095,East Sikkim,27.225,88.629,+6h,0.6211,High,HIGH,0.9946,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00269,REGIONAL_GRID_CELL,"Cell COARSE_C09096 (27.225N, 88.630E)",COARSE_C09096,East Sikkim,27.225,88.63,+6h,0.6217,High,HIGH,0.9957,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00270,REGIONAL_GRID_CELL,"Cell COARSE_C09101 (27.225N, 88.635E)",COARSE_C09101,East Sikkim,27.225,88.635,+6h,0.5907,High,HIGH,0.9393,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00271,REGIONAL_GRID_CELL,"Cell COARSE_C09102 (27.225N, 88.636E)",COARSE_C09102,East Sikkim,27.225,88.636,+6h,0.5995,High,HIGH,0.9553,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00272,REGIONAL_GRID_CELL,"Cell COARSE_C09111 (27.225N, 88.645E)",COARSE_C09111,East Sikkim,27.225,88.645,+6h,0.6006,High,HIGH,0.9573,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00273,REGIONAL_GRID_CELL,"Cell COARSE_C09113 (27.225N, 88.647E)",COARSE_C09113,East Sikkim,27.225,88.647,+6h,0.6001,High,HIGH,0.9565,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00274,REGIONAL_GRID_CELL,"Cell COARSE_C09249 (27.226N, 88.582E)",COARSE_C09249,East Sikkim,27.226,88.582,+6h,0.5821,High,HIGH,0.9137,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00275,REGIONAL_GRID_CELL,"Cell COARSE_C09250 (27.226N, 88.583E)",COARSE_C09250,East Sikkim,27.226,88.583,+6h,0.6131,High,HIGH,0.9698,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00276,REGIONAL_GRID_CELL,"Cell COARSE_C09251 (27.226N, 88.584E)",COARSE_C09251,East Sikkim,27.226,88.584,+6h,0.6262,High,HIGH,0.9937,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00277,REGIONAL_GRID_CELL,"Cell COARSE_C09252 (27.226N, 88.585E)",COARSE_C09252,East Sikkim,27.226,88.585,+6h,0.6252,High,HIGH,0.9919,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00278,REGIONAL_GRID_CELL,"Cell COARSE_C09253 (27.226N, 88.586E)",COARSE_C09253,East Sikkim,27.226,88.586,+6h,0.596,High,HIGH,0.9389,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00279,REGIONAL_GRID_CELL,"Cell COARSE_C09254 (27.226N, 88.587E)",COARSE_C09254,East Sikkim,27.226,88.587,+6h,0.6266,High,HIGH,0.9944,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00280,REGIONAL_GRID_CELL,"Cell COARSE_C09255 (27.226N, 88.588E)",COARSE_C09255,East Sikkim,27.226,88.588,+6h,0.5762,High,HIGH,0.903,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00281,REGIONAL_GRID_CELL,"Cell COARSE_C09256 (27.226N, 88.589E)",COARSE_C09256,East Sikkim,27.226,88.589,+6h,0.6266,High,HIGH,0.9944,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00282,REGIONAL_GRID_CELL,"Cell COARSE_C09259 (27.226N, 88.592E)",COARSE_C09259,East Sikkim,27.226,88.592,+6h,0.6249,High,HIGH,0.9913,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00283,REGIONAL_GRID_CELL,"Cell COARSE_C09281 (27.226N, 88.614E)",COARSE_C09281,East Sikkim,27.226,88.614,+6h,0.5688,High,HIGH,0.8996,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00284,REGIONAL_GRID_CELL,"Cell COARSE_C09293 (27.226N, 88.626E)",COARSE_C09293,East Sikkim,27.226,88.626,+6h,0.5897,High,HIGH,0.9376,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00285,REGIONAL_GRID_CELL,"Cell COARSE_C09299 (27.226N, 88.632E)",COARSE_C09299,East Sikkim,27.226,88.632,+6h,0.5912,High,HIGH,0.9402,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00286,REGIONAL_GRID_CELL,"Cell COARSE_C09301 (27.226N, 88.634E)",COARSE_C09301,East Sikkim,27.226,88.634,+6h,0.5976,High,HIGH,0.9519,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00287,REGIONAL_GRID_CELL,"Cell COARSE_C09450 (27.227N, 88.582E)",COARSE_C09450,East Sikkim,27.227,88.582,+6h,0.5729,High,HIGH,0.897,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00288,REGIONAL_GRID_CELL,"Cell COARSE_C09451 (27.227N, 88.583E)",COARSE_C09451,East Sikkim,27.227,88.583,+6h,0.5725,High,HIGH,0.8964,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00289,REGIONAL_GRID_CELL,"Cell COARSE_C09452 (27.227N, 88.584E)",COARSE_C09452,East Sikkim,27.227,88.584,+6h,0.574,High,HIGH,0.899,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00290,REGIONAL_GRID_CELL,"Cell COARSE_C09453 (27.227N, 88.585E)",COARSE_C09453,East Sikkim,27.227,88.585,+6h,0.6255,High,HIGH,0.9924,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00291,REGIONAL_GRID_CELL,"Cell COARSE_C09454 (27.227N, 88.586E)",COARSE_C09454,East Sikkim,27.227,88.586,+6h,0.6261,High,HIGH,0.9935,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00292,REGIONAL_GRID_CELL,"Cell COARSE_C09455 (27.227N, 88.587E)",COARSE_C09455,East Sikkim,27.227,88.587,+6h,0.6073,High,HIGH,0.9593,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00293,REGIONAL_GRID_CELL,"Cell COARSE_C09456 (27.227N, 88.588E)",COARSE_C09456,East Sikkim,27.227,88.588,+6h,0.625,High,HIGH,0.9915,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00294,REGIONAL_GRID_CELL,"Cell COARSE_C09460 (27.227N, 88.592E)",COARSE_C09460,East Sikkim,27.227,88.592,+6h,0.6261,High,HIGH,0.9935,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00295,REGIONAL_GRID_CELL,"Cell COARSE_C09480 (27.227N, 88.612E)",COARSE_C09480,East Sikkim,27.227,88.612,+6h,0.5619,High,HIGH,0.8869,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00296,REGIONAL_GRID_CELL,"Cell COARSE_C09488 (27.227N, 88.620E)",COARSE_C09488,East Sikkim,27.227,88.62,+6h,0.5901,High,HIGH,0.9382,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00297,REGIONAL_GRID_CELL,"Cell COARSE_C09493 (27.227N, 88.625E)",COARSE_C09493,East Sikkim,27.227,88.625,+6h,0.5919,High,HIGH,0.9415,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00298,REGIONAL_GRID_CELL,"Cell COARSE_C09494 (27.227N, 88.626E)",COARSE_C09494,East Sikkim,27.227,88.626,+6h,0.5934,High,HIGH,0.9443,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00299,REGIONAL_GRID_CELL,"Cell COARSE_C09496 (27.227N, 88.628E)",COARSE_C09496,East Sikkim,27.227,88.628,+6h,0.5815,High,HIGH,0.9226,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00300,REGIONAL_GRID_CELL,"Cell COARSE_C09497 (27.227N, 88.629E)",COARSE_C09497,East Sikkim,27.227,88.629,+6h,0.5815,High,HIGH,0.9227,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00301,REGIONAL_GRID_CELL,"Cell COARSE_C09499 (27.227N, 88.631E)",COARSE_C09499,East Sikkim,27.227,88.631,+6h,0.5938,High,HIGH,0.945,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00302,REGIONAL_GRID_CELL,"Cell COARSE_C09500 (27.227N, 88.632E)",COARSE_C09500,East Sikkim,27.227,88.632,+6h,0.5932,High,HIGH,0.944,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00303,REGIONAL_GRID_CELL,"Cell COARSE_C09650 (27.228N, 88.581E)",COARSE_C09650,East Sikkim,27.228,88.581,+6h,0.5759,High,HIGH,0.9024,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00304,REGIONAL_GRID_CELL,"Cell COARSE_C09651 (27.228N, 88.582E)",COARSE_C09651,East Sikkim,27.228,88.582,+6h,0.5735,High,HIGH,0.8981,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00305,REGIONAL_GRID_CELL,"Cell COARSE_C09652 (27.228N, 88.583E)",COARSE_C09652,East Sikkim,27.228,88.583,+6h,0.564,High,HIGH,0.8809,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00306,REGIONAL_GRID_CELL,"Cell COARSE_C09653 (27.228N, 88.584E)",COARSE_C09653,East Sikkim,27.228,88.584,+6h,0.6262,High,HIGH,0.9936,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00307,REGIONAL_GRID_CELL,"Cell COARSE_C09654 (27.228N, 88.585E)",COARSE_C09654,East Sikkim,27.228,88.585,+6h,0.6268,High,HIGH,0.9947,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00308,REGIONAL_GRID_CELL,"Cell COARSE_C09655 (27.228N, 88.586E)",COARSE_C09655,East Sikkim,27.228,88.586,+6h,0.624,High,HIGH,0.9897,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00309,REGIONAL_GRID_CELL,"Cell COARSE_C09656 (27.228N, 88.587E)",COARSE_C09656,East Sikkim,27.228,88.587,+6h,0.581,High,HIGH,0.9118,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00310,REGIONAL_GRID_CELL,"Cell COARSE_C09657 (27.228N, 88.588E)",COARSE_C09657,East Sikkim,27.228,88.588,+6h,0.624,High,HIGH,0.9896,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00311,REGIONAL_GRID_CELL,"Cell COARSE_C09661 (27.228N, 88.592E)",COARSE_C09661,East Sikkim,27.228,88.592,+6h,0.6259,High,HIGH,0.993,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00312,REGIONAL_GRID_CELL,"Cell COARSE_C09695 (27.228N, 88.626E)",COARSE_C09695,East Sikkim,27.228,88.626,+6h,0.5873,High,HIGH,0.9332,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00313,REGIONAL_GRID_CELL,"Cell COARSE_C09698 (27.228N, 88.629E)",COARSE_C09698,East Sikkim,27.228,88.629,+6h,0.5732,High,HIGH,0.9075,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00314,REGIONAL_GRID_CELL,"Cell COARSE_C09854 (27.229N, 88.584E)",COARSE_C09854,East Sikkim,27.229,88.584,+6h,0.55,Moderate,HIGH,0.8555,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00315,REGIONAL_GRID_CELL,"Cell COARSE_C09855 (27.229N, 88.585E)",COARSE_C09855,East Sikkim,27.229,88.585,+6h,0.5954,High,HIGH,0.9379,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00316,REGIONAL_GRID_CELL,"Cell COARSE_C09856 (27.229N, 88.586E)",COARSE_C09856,East Sikkim,27.229,88.586,+6h,0.6245,High,HIGH,0.9905,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00317,REGIONAL_GRID_CELL,"Cell COARSE_C09857 (27.229N, 88.587E)",COARSE_C09857,East Sikkim,27.229,88.587,+6h,0.5573,High,HIGH,0.8687,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00318,REGIONAL_GRID_CELL,"Cell COARSE_C09858 (27.229N, 88.588E)",COARSE_C09858,East Sikkim,27.229,88.588,+6h,0.6212,High,HIGH,0.9846,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00319,REGIONAL_GRID_CELL,"Cell COARSE_C09887 (27.229N, 88.617E)",COARSE_C09887,East Sikkim,27.229,88.617,+6h,0.5666,High,HIGH,0.8956,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00320,REGIONAL_GRID_CELL,"Cell COARSE_C10056 (27.230N, 88.585E)",COARSE_C10056,East Sikkim,27.23,88.585,+6h,0.5596,High,HIGH,0.873,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00321,REGIONAL_GRID_CELL,"Cell COARSE_C10057 (27.230N, 88.586E)",COARSE_C10057,East Sikkim,27.23,88.586,+6h,0.552,High,HIGH,0.8591,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00322,REGIONAL_GRID_CELL,"Cell COARSE_C10058 (27.230N, 88.587E)",COARSE_C10058,East Sikkim,27.23,88.587,+6h,0.5836,High,HIGH,0.9165,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00323,REGIONAL_GRID_CELL,"Cell COARSE_C10060 (27.230N, 88.589E)",COARSE_C10060,East Sikkim,27.23,88.589,+6h,0.6228,High,HIGH,0.9875,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00324,REGIONAL_GRID_CELL,"Cell COARSE_C10067 (27.230N, 88.596E)",COARSE_C10067,East Sikkim,27.23,88.596,+6h,0.6256,High,HIGH,0.9925,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00325,REGIONAL_GRID_CELL,"Cell COARSE_C10068 (27.230N, 88.597E)",COARSE_C10068,East Sikkim,27.23,88.597,+6h,0.5706,High,HIGH,0.8929,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00326,REGIONAL_GRID_CELL,"Cell COARSE_C10069 (27.230N, 88.598E)",COARSE_C10069,East Sikkim,27.23,88.598,+6h,0.5719,High,HIGH,0.8953,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00327,REGIONAL_GRID_CELL,"Cell COARSE_C10108 (27.230N, 88.637E)",COARSE_C10108,East Sikkim,27.23,88.637,+6h,0.5901,High,HIGH,0.9383,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00328,REGIONAL_GRID_CELL,"Cell COARSE_C10258 (27.231N, 88.586E)",COARSE_C10258,East Sikkim,27.231,88.586,+6h,0.5601,High,HIGH,0.8738,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00329,REGIONAL_GRID_CELL,"Cell COARSE_C10269 (27.231N, 88.597E)",COARSE_C10269,East Sikkim,27.231,88.597,+6h,0.5609,High,HIGH,0.8753,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00330,REGIONAL_GRID_CELL,"Cell COARSE_C10461 (27.232N, 88.588E)",COARSE_C10461,East Sikkim,27.232,88.588,+6h,0.6223,High,HIGH,0.9865,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00331,REGIONAL_GRID_CELL,"Cell COARSE_C10491 (27.232N, 88.618E)",COARSE_C10491,East Sikkim,27.232,88.618,+6h,0.5543,High,HIGH,0.8732,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00332,REGIONAL_GRID_CELL,"Cell COARSE_C10493 (27.232N, 88.620E)",COARSE_C10493,East Sikkim,27.232,88.62,+6h,0.5555,High,HIGH,0.8753,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00333,REGIONAL_GRID_CELL,"Cell COARSE_C10662 (27.233N, 88.588E)",COARSE_C10662,East Sikkim,27.233,88.588,+6h,0.6223,High,HIGH,0.9865,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00334,REGIONAL_GRID_CELL,"Cell COARSE_C10663 (27.233N, 88.589E)",COARSE_C10663,East Sikkim,27.233,88.589,+6h,0.6238,High,HIGH,0.9893,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00335,REGIONAL_GRID_CELL,"Cell COARSE_C10691 (27.233N, 88.617E)",COARSE_C10691,East Sikkim,27.233,88.617,+6h,0.5765,High,HIGH,0.9135,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00336,REGIONAL_GRID_CELL,"Cell COARSE_C10864 (27.234N, 88.589E)",COARSE_C10864,East Sikkim,27.234,88.589,+6h,0.6233,High,HIGH,0.9884,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00337,REGIONAL_GRID_CELL,"Cell COARSE_C10883 (27.234N, 88.608E)",COARSE_C10883,East Sikkim,27.234,88.608,+6h,0.5619,High,HIGH,0.8869,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00338,REGIONAL_GRID_CELL,"Cell COARSE_C10884 (27.234N, 88.609E)",COARSE_C10884,East Sikkim,27.234,88.609,+6h,0.5631,High,HIGH,0.8892,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00339,REGIONAL_GRID_CELL,"Cell COARSE_C11065 (27.235N, 88.589E)",COARSE_C11065,East Sikkim,27.235,88.589,+6h,0.6247,High,HIGH,0.9909,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00340,REGIONAL_GRID_CELL,"Cell COARSE_C11066 (27.235N, 88.590E)",COARSE_C11066,East Sikkim,27.235,88.59,+6h,0.6227,High,HIGH,0.9872,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00341,REGIONAL_GRID_CELL,"Cell COARSE_C11266 (27.236N, 88.589E)",COARSE_C11266,East Sikkim,27.236,88.589,+6h,0.6249,High,HIGH,0.9913,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00342,REGIONAL_GRID_CELL,"Cell COARSE_C11267 (27.236N, 88.590E)",COARSE_C11267,East Sikkim,27.236,88.59,+6h,0.6231,High,HIGH,0.988,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00343,REGIONAL_GRID_CELL,"Cell COARSE_C11270 (27.236N, 88.593E)",COARSE_C11270,East Sikkim,27.236,88.593,+6h,0.6219,High,HIGH,0.9858,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00344,REGIONAL_GRID_CELL,"Cell COARSE_C11292 (27.236N, 88.615E)",COARSE_C11292,East Sikkim,27.236,88.615,+6h,0.5778,High,HIGH,0.9159,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00345,REGIONAL_GRID_CELL,"Cell COARSE_C11294 (27.236N, 88.617E)",COARSE_C11294,East Sikkim,27.236,88.617,+6h,0.5747,High,HIGH,0.9102,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00346,REGIONAL_GRID_CELL,"Cell COARSE_C11468 (27.237N, 88.590E)",COARSE_C11468,East Sikkim,27.237,88.59,+6h,0.6246,High,HIGH,0.9908,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00347,REGIONAL_GRID_CELL,"Cell COARSE_C11469 (27.237N, 88.591E)",COARSE_C11469,East Sikkim,27.237,88.591,+6h,0.6249,High,HIGH,0.9912,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00348,REGIONAL_GRID_CELL,"Cell COARSE_C11471 (27.237N, 88.593E)",COARSE_C11471,East Sikkim,27.237,88.593,+6h,0.6243,High,HIGH,0.9902,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00349,REGIONAL_GRID_CELL,"Cell COARSE_C11473 (27.237N, 88.595E)",COARSE_C11473,East Sikkim,27.237,88.595,+6h,0.5517,High,HIGH,0.8587,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00350,REGIONAL_GRID_CELL,"Cell COARSE_C11670 (27.238N, 88.591E)",COARSE_C11670,East Sikkim,27.238,88.591,+6h,0.6246,High,HIGH,0.9907,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00351,REGIONAL_GRID_CELL,"Cell COARSE_C11671 (27.238N, 88.592E)",COARSE_C11671,East Sikkim,27.238,88.592,+6h,0.6233,High,HIGH,0.9883,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00352,REGIONAL_GRID_CELL,"Cell COARSE_C11672 (27.238N, 88.593E)",COARSE_C11672,East Sikkim,27.238,88.593,+6h,0.625,High,HIGH,0.9915,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00353,REGIONAL_GRID_CELL,"Cell COARSE_C11675 (27.238N, 88.596E)",COARSE_C11675,East Sikkim,27.238,88.596,+6h,0.5617,High,HIGH,0.8768,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
